ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
1892,3/12/2024,Colombia,Cali,Ana Sanchez,Camara,Electronica,5,947,4739,Aereo,Cancelado
1893,22/12/2024,Paraguay,Asuncion,Ana Garcia,Laptop,Electronica,2,317,635,Aereo,En transito
1894,3/2/2025,Ecuador,Cuenca,Ana Garcia,Tablet,Electronica,1,1144,1144,Terrestre,En transito
1895,29/12/2024,Brasil,Rio de Janeiro,Luis Rodriguez,Teclado,Accesorios,4,1034,4136,Maritimo,En transito
1896,6/6/2024,Paraguay,Encarnacion,Juan Martinez,Auriculares,Accesorios,3,981,2944,Terrestre,Pendiente
1897,18/2/2024,Ecuador,Quito,Juan Rodriguez,Teclado,Accesorios,3,808,2426,Terrestre,Pendiente
1898,21/3/2025,Bolivia,Cochabamba,Pedro Lopez,Impresora,Oficina,3,695,2086,Terrestre,Cancelado
1899,18/7/2024,Venezuela,Caracas,Maria Rodriguez,Tablet,Electronica,1,37,37,Maritimo,Pendiente
1900,23/2/2024,Peru,Lima,Luis Lopez,Teclado,Accesorios,2,288,577,Terrestre,Pendiente
1901,5/5/2024,Bolivia,Santa Cruz,Maria Martinez,Teclado,Accesorios,1,163,163,Maritimo,Pendiente
1902,25/2/2024,Chile,Valparaiso,Pedro Garcia,Laptop,Electronica,3,443,1330,Maritimo,Cancelado
1903,27/4/2024,Paraguay,Ciudad del Este,Maria Rodriguez,Laptop,Electronica,1,1078,1078,Aereo,Cancelado
1904,9/12/2024,Chile,Concepcion,Ana Perez,Laptop,Electronica,4,299,1198,Terrestre,Entregado
1905,14/9/2024,Brasil,Brasilia,Juan Rodriguez,Auriculares,Accesorios,4,938,3754,Maritimo,En transito
1906,19/10/2024,Chile,Valparaiso,Laura Rodriguez,Auriculares,Accesorios,1,205,205,Terrestre,Entregado
1907,16/2/2024,Ecuador,Guayaquil,Pedro Sanchez,Monitor,Electronica,5,574,2871,Maritimo,En transito
1908,23/6/2024,Argentina,Rosario,Maria Lopez,Escritorio,Muebles,3,558,1676,Terrestre,Entregado
1909,19/7/2024,Peru,Arequipa,Maria Martinez,Celular,Electronica,5,417,2085,Aereo,Entregado
1910,19/1/2024,Argentina,Cordoba,Maria Lopez,Silla ergonomica,Muebles,4,56,224,Maritimo,Cancelado
1911,28/2/2024,Uruguay,Montevideo,Luis Sanchez,Monitor,Electronica,4,1131,4527,Terrestre,En transito
1912,26/12/2024,Uruguay,Paysandu,Juan Sanchez,Escritorio,Muebles,5,893,4468,Terrestre,Pendiente
1913,3/5/2024,Argentina,Buenos Aires,Laura Martinez,Monitor,Electronica,5,88,444,Aereo,Entregado
1914,31/1/2025,Uruguay,Paysandu,Juan Perez,Auriculares,Accesorios,3,36,110,Maritimo,En transito
1915,27/11/2024,Ecuador,Cuenca,Luis Rodriguez,Laptop,Electronica,4,868,3472,Terrestre,Pendiente
1916,24/8/2024,Paraguay,Ciudad del Este,Luis Martinez,Monitor,Electronica,4,636,2546,Terrestre,Cancelado
1917,4/3/2024,Chile,Valparaiso,Luis Garcia,Tablet,Electronica,2,806,1612,Aereo,En transito
1918,13/6/2024,Ecuador,Cuenca,Carlos Martinez,Teclado,Accesorios,4,728,2915,Terrestre,Entregado
1919,16/12/2024,Argentina,Rosario,Carlos Martinez,Impresora,Oficina,2,70,141,Aereo,Pendiente
1920,17/10/2024,Peru,Arequipa,Luis Rodriguez,Teclado,Accesorios,4,855,3420,Terrestre,Entregado
1921,22/6/2024,Chile,Valparaiso,Maria Lopez,Silla ergonomica,Muebles,3,123,370,Maritimo,Pendiente
1922,5/5/2024,Paraguay,Ciudad del Este,Laura Sanchez,Tablet,Electronica,3,464,1393,Aereo,Pendiente
1923,6/7/2024,Paraguay,Ciudad del Este,Maria Sanchez,Escritorio,Muebles,1,279,279,Aereo,En transito
1924,10/11/2024,Bolivia,Santa Cruz,Pedro Perez,Impresora,Oficina,2,790,1580,Maritimo,En transito
1925,20/2/2025,Bolivia,Cochabamba,Laura Rodriguez,Celular,Electronica,3,769,2308,Aereo,En transito
1926,27/7/2024,Colombia,Cali,Carlos Perez,Monitor,Electronica,3,178,536,Aereo,Pendiente
1927,15/4/2024,Ecuador,Quito,Carlos Rodriguez,Tablet,Electronica,1,158,158,Maritimo,Cancelado
1928,20/4/2024,Venezuela,Maracaibo,Juan Lopez,Escritorio,Muebles,1,250,250,Terrestre,Entregado
1929,1/10/2024,Uruguay,Paysandu,Lucia Lopez,Tablet,Electronica,4,336,1345,Aereo,Cancelado
1930,29/2/2024,Chile,Santiago,Luis Garcia,Camara,Electronica,2,720,1441,Aereo,Entregado
1931,10/12/2024,Peru,Cusco,Pedro Martinez,Laptop,Electronica,2,623,1247,Maritimo,Cancelado
1932,26/9/2024,Bolivia,La Paz,Maria Martinez,Teclado,Accesorios,5,515,2575,Maritimo,Pendiente
1933,1/4/2024,Argentina,Rosario,Carlos Garcia,Camara,Electronica,2,293,587,Aereo,Pendiente
1934,13/8/2024,Colombia,Bogota,Maria Rodriguez,Laptop,Electronica,1,583,583,Terrestre,En transito
1935,8/2/2025,Ecuador,Quito,Ana Perez,Impresora,Oficina,4,829,3319,Terrestre,En transito
1936,6/3/2025,Uruguay,Salto,Ana Rodriguez,Escritorio,Muebles,4,1195,4781,Maritimo,Entregado
1937,8/4/2024,Colombia,Bogota,Luis Martinez,Teclado,Accesorios,1,264,264,Aereo,Cancelado
1938,29/8/2024,Argentina,Buenos Aires,Carlos Garcia,Silla ergonomica,Muebles,5,1165,5827,Maritimo,Cancelado
1939,6/8/2024,Peru,Arequipa,Pedro Garcia,Auriculares,Accesorios,5,197,988,Maritimo,Entregado
1940,1/3/2024,Colombia,Bogota,Laura Perez,Silla ergonomica,Muebles,2,982,1964,Maritimo,Cancelado
1941,13/5/2024,Paraguay,Asuncion,Lucia Perez,Monitor,Electronica,3,521,1563,Terrestre,Entregado
1942,26/12/2024,Colombia,Cali,Maria Perez,Celular,Electronica,1,452,452,Maritimo,Entregado
1943,11/12/2024,Argentina,Rosario,Ana Martinez,Camara,Electronica,3,723,2171,Maritimo,En transito
1944,29/4/2024,Brasil,Rio de Janeiro,Carlos Perez,Silla ergonomica,Muebles,5,1064,5320,Terrestre,Cancelado
1945,6/1/2024,Peru,Arequipa,Pedro Rodriguez,Silla ergonomica,Muebles,2,1093,2187,Maritimo,Cancelado
1946,25/11/2024,Peru,Arequipa,Lucia Sanchez,Tablet,Electronica,4,959,3839,Terrestre,En transito
1947,7/2/2024,Colombia,Cali,Pedro Rodriguez,Escritorio,Muebles,1,728,728,Aereo,Cancelado
1948,14/7/2024,Paraguay,Ciudad del Este,Luis Martinez,Escritorio,Muebles,4,139,557,Maritimo,En transito
1949,20/6/2024,Uruguay,Salto,Carlos Martinez,Impresora,Oficina,2,499,998,Aereo,Entregado
1950,2/4/2024,Venezuela,Valencia,Laura Rodriguez,Impresora,Oficina,2,1165,2330,Maritimo,Cancelado
1951,10/5/2024,Peru,Lima,Ana Garcia,Auriculares,Accesorios,2,271,543,Aereo,Pendiente
1952,30/6/2024,Venezuela,Valencia,Juan Martinez,Celular,Electronica,4,794,3179,Maritimo,En transito
1953,23/4/2024,Argentina,Buenos Aires,Ana Sanchez,Laptop,Electronica,5,975,4879,Terrestre,En transito
1954,27/4/2024,Ecuador,Guayaquil,Juan Garcia,Laptop,Electronica,2,999,1999,Aereo,Pendiente
1955,27/4/2024,Brasil,Rio de Janeiro,Ana Sanchez,Laptop,Electronica,1,1037,1037,Maritimo,Cancelado
1956,20/4/2024,Peru,Lima,Carlos Rodriguez,Silla ergonomica,Muebles,3,1014,3043,Maritimo,En transito
1957,17/2/2025,Peru,Arequipa,Juan Perez,Celular,Electronica,4,315,1263,Aereo,Entregado
1958,8/11/2024,Ecuador,Guayaquil,Juan Lopez,Camara,Electronica,4,780,3120,Aereo,Entregado
1959,10/3/2025,Bolivia,Cochabamba,Luis Garcia,Impresora,Oficina,3,584,1752,Aereo,Entregado
1960,9/1/2025,Brasil,Rio de Janeiro,Ana Sanchez,Celular,Electronica,1,1170,1170,Aereo,En transito
1961,30/10/2024,Chile,Concepcion,Luis Lopez,Auriculares,Accesorios,2,181,362,Terrestre,En transito
1962,21/9/2024,Chile,Valparaiso,Luis Rodriguez,Auriculares,Accesorios,2,1075,2151,Maritimo,Pendiente
1963,30/1/2025,Peru,Cusco,Juan Garcia,Teclado,Accesorios,2,1149,2298,Terrestre,Cancelado
1964,19/6/2024,Brasil,Rio de Janeiro,Laura Rodriguez,Laptop,Electronica,5,195,979,Terrestre,Entregado
1965,16/3/2025,Uruguay,Salto,Maria Sanchez,Laptop,Electronica,4,584,2338,Maritimo,Pendiente
1966,21/4/2024,Paraguay,Ciudad del Este,Laura Martinez,Auriculares,Accesorios,3,935,2806,Terrestre,Pendiente
1967,14/7/2024,Paraguay,Ciudad del Este,Pedro Martinez,Auriculares,Accesorios,4,125,500,Maritimo,Entregado
1968,19/9/2024,Uruguay,Paysandu,Laura Sanchez,Tablet,Electronica,4,383,1532,Aereo,Pendiente
1969,6/1/2025,Uruguay,Salto,Juan Rodriguez,Silla ergonomica,Muebles,3,939,2817,Aereo,En transito
1970,13/12/2024,Chile,Concepcion,Lucia Lopez,Teclado,Accesorios,5,818,4094,Terrestre,Pendiente
1971,8/3/2024,Chile,Concepcion,Pedro Rodriguez,Celular,Electronica,5,772,3860,Terrestre,En transito
1972,20/1/2024,Uruguay,Montevideo,Maria Rodriguez,Laptop,Electronica,2,832,1664,Maritimo,Cancelado
1973,22/8/2024,Uruguay,Paysandu,Maria Perez,Impresora,Oficina,3,1149,3447,Aereo,Entregado
1974,7/4/2024,Ecuador,Cuenca,Luis Perez,Laptop,Electronica,4,972,3890,Aereo,Entregado
1975,6/12/2024,Venezuela,Valencia,Juan Martinez,Silla ergonomica,Muebles,1,836,836,Terrestre,Pendiente
1976,14/11/2024,Venezuela,Valencia,Laura Garcia,Teclado,Accesorios,3,252,756,Aereo,En transito
1977,8/10/2024,Argentina,Buenos Aires,Lucia Sanchez,Auriculares,Accesorios,3,247,742,Aereo,En transito
1978,22/2/2025,Chile,Santiago,Juan Martinez,Teclado,Accesorios,5,327,1637,Terrestre,Entregado
1979,8/3/2025,Colombia,Cali,Maria Martinez,Impresora,Oficina,2,610,1221,Aereo,En transito
1980,22/12/2024,Venezuela,Maracaibo,Luis Rodriguez,Laptop,Electronica,4,987,3951,Terrestre,En transito
1981,5/3/2024,Venezuela,Valencia,Juan Garcia,Monitor,Electronica,1,601,601,Terrestre,Pendiente
1982,15/10/2024,Venezuela,Caracas,Juan Rodriguez,Teclado,Accesorios,4,554,2216,Maritimo,Entregado
1983,19/11/2024,Peru,Arequipa,Carlos Perez,Camara,Electronica,5,223,1117,Maritimo,En transito
1984,12/11/2024,Chile,Concepcion,Laura Sanchez,Laptop,Electronica,5,357,1787,Aereo,Entregado
1985,14/12/2024,Chile,Concepcion,Juan Rodriguez,Monitor,Electronica,4,174,699,Maritimo,Entregado
1986,16/4/2024,Argentina,Cordoba,Pedro Lopez,Camara,Electronica,1,161,161,Aereo,En transito
1987,7/8/2024,Venezuela,Maracaibo,Juan Perez,Escritorio,Muebles,4,1031,4125,Aereo,En transito
1988,12/10/2024,Bolivia,La Paz,Luis Lopez,Monitor,Electronica,1,349,349,Maritimo,En transito
1989,28/8/2024,Venezuela,Caracas,Laura Perez,Monitor,Electronica,1,533,533,Maritimo,Entregado
1990,7/3/2025,Paraguay,Asuncion,Luis Garcia,Silla ergonomica,Muebles,4,750,3001,Terrestre,Cancelado
1991,26/6/2024,Bolivia,Cochabamba,Ana Garcia,Auriculares,Accesorios,3,113,340,Terrestre,En transito
1992,23/10/2024,Chile,Valparaiso,Laura Perez,Escritorio,Muebles,5,527,2639,Aereo,Entregado
1993,24/4/2024,Uruguay,Paysandu,Carlos Perez,Camara,Electronica,3,122,366,Terrestre,Entregado
1994,29/11/2024,Chile,Concepcion,Ana Martinez,Escritorio,Muebles,2,898,1797,Aereo,Pendiente
1995,19/5/2024,Argentina,Rosario,Laura Lopez,Escritorio,Muebles,3,882,2646,Maritimo,En transito
1996,22/3/2024,Venezuela,Valencia,Carlos Garcia,Teclado,Accesorios,5,1178,5891,Terrestre,Entregado
1997,11/3/2024,Peru,Arequipa,Pedro Sanchez,Laptop,Electronica,5,526,2630,Maritimo,Cancelado
1998,5/8/2024,Ecuador,Quito,Laura Sanchez,Auriculares,Accesorios,3,241,724,Maritimo,Pendiente
1999,3/11/2024,Bolivia,La Paz,Maria Sanchez,Auriculares,Accesorios,1,370,370,Maritimo,Entregado
2000,11/3/2025,Peru,Cusco,Juan Sanchez,Escritorio,Muebles,1,404,404,Aereo,Entregado
2001,30/9/2024,Ecuador,Quito,Pedro Rodriguez,Monitor,Electronica,4,219,878,Terrestre,Cancelado
2002,19/4/2024,Venezuela,Maracaibo,Lucia Rodriguez,Camara,Electronica,1,754,754,Terrestre,En transito
2003,11/12/2024,Paraguay,Asuncion,Laura Lopez,Teclado,Accesorios,2,1003,2006,Terrestre,Cancelado
2004,6/1/2025,Uruguay,Paysandu,Carlos Martinez,Tablet,Electronica,1,1196,1196,Maritimo,En transito
2005,11/6/2024,Ecuador,Quito,Maria Rodriguez,Laptop,Electronica,3,373,1120,Terrestre,Entregado
2006,1/5/2024,Bolivia,La Paz,Pedro Sanchez,Teclado,Accesorios,2,670,1341,Aereo,Entregado
2007,17/6/2024,Paraguay,Encarnacion,Maria Garcia,Camara,Electronica,2,373,746,Maritimo,En transito
2008,25/8/2024,Uruguay,Paysandu,Ana Lopez,Auriculares,Accesorios,4,1116,4465,Terrestre,En transito
2009,14/3/2025,Chile,Valparaiso,Maria Martinez,Auriculares,Accesorios,5,173,867,Maritimo,Cancelado
2010,22/8/2024,Ecuador,Cuenca,Laura Garcia,Auriculares,Accesorios,4,931,3724,Maritimo,En transito
2011,25/8/2024,Paraguay,Encarnacion,Laura Perez,Camara,Electronica,5,1173,5866,Maritimo,En transito
2012,11/5/2024,Bolivia,La Paz,Laura Sanchez,Impresora,Oficina,3,896,2689,Terrestre,Entregado
2013,20/6/2024,Uruguay,Montevideo,Laura Lopez,Impresora,Oficina,3,265,796,Terrestre,En transito
2014,25/6/2024,Uruguay,Montevideo,Lucia Rodriguez,Auriculares,Accesorios,5,780,3900,Aereo,Entregado
2015,14/3/2024,Uruguay,Salto,Laura Sanchez,Silla ergonomica,Muebles,5,840,4204,Aereo,Entregado
2016,21/1/2025,Chile,Valparaiso,Luis Garcia,Celular,Electronica,3,628,1886,Maritimo,En transito
2017,5/2/2025,Venezuela,Valencia,Luis Lopez,Monitor,Electronica,4,358,1433,Maritimo,Cancelado
2018,2/3/2024,Chile,Santiago,Lucia Sanchez,Escritorio,Muebles,3,158,476,Aereo,Pendiente
2019,20/5/2024,Argentina,Rosario,Ana Martinez,Silla ergonomica,Muebles,2,689,1379,Terrestre,En transito
2020,4/2/2024,Peru,Cusco,Lucia Rodriguez,Auriculares,Accesorios,5,971,4855,Aereo,Cancelado
2021,18/7/2024,Colombia,Bogota,Maria Martinez,Celular,Electronica,1,1024,1024,Terrestre,Cancelado
2022,14/8/2024,Brasil,Brasilia,Carlos Perez,Teclado,Accesorios,2,1185,2371,Terrestre,Pendiente
2023,15/5/2024,Chile,Concepcion,Pedro Perez,Auriculares,Accesorios,3,1056,3170,Terrestre,Cancelado
2024,3/2/2024,Chile,Concepcion,Lucia Garcia,Silla ergonomica,Muebles,4,1169,4679,Maritimo,Entregado
2025,22/5/2024,Uruguay,Montevideo,Maria Perez,Camara,Electronica,4,1001,4005,Maritimo,En transito
2026,5/7/2024,Uruguay,Montevideo,Ana Rodriguez,Teclado,Accesorios,4,159,636,Maritimo,Pendiente
2027,17/2/2025,Paraguay,Asuncion,Luis Rodriguez,Teclado,Accesorios,5,994,4970,Aereo,Pendiente
2028,12/2/2024,Peru,Cusco,Luis Rodriguez,Tablet,Electronica,2,375,750,Maritimo,Entregado
2029,24/2/2025,Chile,Concepcion,Lucia Martinez,Auriculares,Accesorios,3,77,233,Maritimo,Pendiente
2030,9/3/2024,Venezuela,Valencia,Lucia Sanchez,Monitor,Electronica,5,489,2445,Terrestre,Pendiente
2031,26/11/2024,Colombia,Bogota,Maria Sanchez,Escritorio,Muebles,1,974,974,Maritimo,Entregado
2032,1/9/2024,Argentina,Buenos Aires,Pedro Martinez,Impresora,Oficina,3,774,2323,Aereo,En transito
2033,1/5/2024,Ecuador,Cuenca,Laura Rodriguez,Teclado,Accesorios,1,1104,1104,Maritimo,Entregado
2034,29/11/2024,Peru,Lima,Laura Sanchez,Monitor,Electronica,1,712,712,Aereo,Pendiente
2035,29/11/2024,Argentina,Rosario,Laura Sanchez,Monitor,Electronica,4,1023,4092,Maritimo,Cancelado
2036,20/1/2025,Uruguay,Salto,Luis Martinez,Teclado,Accesorios,5,717,3588,Terrestre,Cancelado
2037,21/1/2025,Chile,Valparaiso,Luis Martinez,Escritorio,Muebles,4,73,292,Terrestre,Entregado
2038,25/11/2024,Paraguay,Encarnacion,Ana Lopez,Monitor,Electronica,5,186,933,Maritimo,Entregado
2039,8/6/2024,Colombia,Medellin,Pedro Perez,Celular,Electronica,1,295,295,Maritimo,En transito
2040,31/5/2024,Ecuador,Guayaquil,Luis Martinez,Silla ergonomica,Muebles,3,393,1180,Terrestre,En transito
2041,11/2/2025,Chile,Valparaiso,Juan Martinez,Auriculares,Accesorios,4,286,1146,Aereo,Entregado
2042,12/9/2024,Chile,Valparaiso,Laura Sanchez,Impresora,Oficina,3,1016,3049,Terrestre,Cancelado
2043,5/6/2024,Brasil,Rio de Janeiro,Lucia Sanchez,Camara,Electronica,3,492,1477,Terrestre,Pendiente
2044,9/2/2024,Brasil,Rio de Janeiro,Juan Garcia,Monitor,Electronica,2,792,1584,Terrestre,Entregado
2045,11/10/2024,Brasil,Rio de Janeiro,Laura Lopez,Laptop,Electronica,4,181,724,Aereo,Cancelado
2046,27/2/2025,Ecuador,Quito,Carlos Rodriguez,Camara,Electronica,1,739,739,Aereo,Cancelado
2047,2/2/2025,Uruguay,Salto,Juan Rodriguez,Camara,Electronica,3,1093,3279,Aereo,En transito
2048,14/12/2024,Peru,Arequipa,Lucia Perez,Tablet,Electronica,4,113,454,Maritimo,En transito
2049,29/12/2024,Ecuador,Quito,Juan Rodriguez,Tablet,Electronica,1,501,501,Terrestre,En transito
2050,23/9/2024,Ecuador,Quito,Ana Sanchez,Escritorio,Muebles,1,416,416,Maritimo,Cancelado
2051,18/6/2024,Ecuador,Guayaquil,Carlos Martinez,Laptop,Electronica,2,1079,2158,Aereo,Entregado
2052,12/5/2024,Argentina,Cordoba,Ana Martinez,Escritorio,Muebles,5,208,1044,Terrestre,Pendiente
2053,28/1/2024,Uruguay,Montevideo,Laura Garcia,Tablet,Electronica,3,447,1343,Maritimo,En transito
2054,1/3/2024,Paraguay,Asuncion,Carlos Lopez,Escritorio,Muebles,4,964,3857,Maritimo,Cancelado
2055,10/12/2024,Colombia,Cali,Lucia Martinez,Laptop,Electronica,4,403,1615,Aereo,Cancelado
2056,14/2/2025,Colombia,Medellin,Laura Rodriguez,Auriculares,Accesorios,5,699,3495,Maritimo,En transito
2057,3/3/2024,Peru,Lima,Juan Perez,Teclado,Accesorios,2,83,167,Maritimo,Cancelado
2058,28/3/2024,Brasil,Sao Paulo,Lucia Lopez,Auriculares,Accesorios,5,819,4096,Maritimo,En transito
2059,7/1/2024,Bolivia,Santa Cruz,Laura Rodriguez,Escritorio,Muebles,5,973,4866,Maritimo,En transito
2060,24/2/2024,Ecuador,Cuenca,Pedro Perez,Impresora,Oficina,5,707,3536,Terrestre,Cancelado
2061,10/1/2024,Paraguay,Encarnacion,Pedro Garcia,Monitor,Electronica,2,927,1854,Maritimo,En transito
2062,27/5/2024,Paraguay,Encarnacion,Maria Perez,Silla ergonomica,Muebles,1,815,815,Aereo,Entregado
2063,23/1/2024,Colombia,Medellin,Ana Perez,Escritorio,Muebles,1,689,689,Maritimo,En transito
2064,24/1/2025,Argentina,Buenos Aires,Maria Martinez,Silla ergonomica,Muebles,5,1195,5979,Aereo,Cancelado
2065,26/12/2024,Brasil,Rio de Janeiro,Lucia Lopez,Tablet,Electronica,2,771,1542,Terrestre,Entregado
2066,11/3/2024,Brasil,Sao Paulo,Luis Rodriguez,Monitor,Electronica,4,662,2651,Aereo,Cancelado
2067,13/3/2024,Paraguay,Ciudad del Este,Juan Rodriguez,Celular,Electronica,1,785,785,Maritimo,Cancelado
2068,15/1/2025,Argentina,Rosario,Lucia Rodriguez,Monitor,Electronica,5,22,113,Aereo,Cancelado
2069,10/1/2025,Ecuador,Guayaquil,Carlos Martinez,Impresora,Oficina,3,338,1015,Terrestre,Pendiente
2070,13/7/2024,Colombia,Medellin,Lucia Garcia,Laptop,Electronica,2,264,529,Aereo,Cancelado
2071,28/10/2024,Colombia,Medellin,Ana Garcia,Escritorio,Muebles,2,515,1030,Terrestre,En transito
2072,27/4/2024,Paraguay,Encarnacion,Laura Rodriguez,Teclado,Accesorios,3,453,1360,Maritimo,Pendiente
2073,21/3/2024,Uruguay,Montevideo,Lucia Garcia,Celular,Electronica,5,899,4499,Aereo,Cancelado
2074,11/1/2025,Brasil,Rio de Janeiro,Laura Martinez,Impresora,Oficina,2,499,998,Terrestre,Pendiente
2075,18/6/2024,Ecuador,Cuenca,Pedro Martinez,Camara,Electronica,2,904,1809,Aereo,Pendiente
2076,9/11/2024,Paraguay,Asuncion,Laura Sanchez,Auriculares,Accesorios,4,190,760,Aereo,Pendiente
2077,12/3/2025,Ecuador,Cuenca,Ana Perez,Silla ergonomica,Muebles,2,777,1554,Aereo,Pendiente
2078,6/1/2025,Venezuela,Maracaibo,Juan Rodriguez,Auriculares,Accesorios,5,590,2950,Aereo,Entregado
2079,18/2/2025,Colombia,Cali,Maria Perez,Monitor,Electronica,5,1150,5754,Terrestre,En transito
2080,31/3/2024,Chile,Valparaiso,Juan Perez,Tablet,Electronica,3,178,536,Maritimo,Pendiente
2081,4/4/2024,Paraguay,Asuncion,Laura Martinez,Silla ergonomica,Muebles,1,551,551,Aereo,Pendiente
2082,9/4/2024,Argentina,Buenos Aires,Carlos Lopez,Teclado,Accesorios,5,74,372,Terrestre,En transito
2083,13/5/2024,Ecuador,Guayaquil,Lucia Rodriguez,Laptop,Electronica,3,825,2475,Aereo,Cancelado
2084,4/2/2025,Colombia,Medellin,Ana Rodriguez,Celular,Electronica,4,390,1563,Terrestre,Cancelado
2085,26/1/2024,Argentina,Rosario,Carlos Rodriguez,Camara,Electronica,4,532,2129,Terrestre,En transito
2086,23/2/2025,Peru,Cusco,Maria Rodriguez,Escritorio,Muebles,1,549,549,Terrestre,Cancelado
2087,23/11/2024,Chile,Valparaiso,Juan Rodriguez,Monitor,Electronica,5,553,2769,Maritimo,En transito
2088,2/2/2025,Argentina,Cordoba,Maria Sanchez,Escritorio,Muebles,1,227,227,Terrestre,En transito
2089,24/6/2024,Peru,Lima,Ana Rodriguez,Camara,Electronica,2,51,103,Aereo,Pendiente
2090,14/9/2024,Peru,Lima,Juan Sanchez,Monitor,Electronica,1,134,134,Maritimo,Cancelado
2091,27/10/2024,Bolivia,La Paz,Lucia Sanchez,Impresora,Oficina,4,615,2461,Terrestre,En transito
2092,3/12/2024,Paraguay,Encarnacion,Ana Garcia,Teclado,Accesorios,1,949,949,Aereo,En transito
2093,6/1/2025,Colombia,Cali,Luis Rodriguez,Monitor,Electronica,4,833,3334,Terrestre,En transito
2094,22/3/2025,Bolivia,Santa Cruz,Ana Sanchez,Monitor,Electronica,1,406,406,Aereo,En transito
2095,1/3/2025,Ecuador,Guayaquil,Lucia Perez,Impresora,Oficina,4,391,1564,Aereo,En transito
2096,25/1/2024,Argentina,Buenos Aires,Juan Garcia,Escritorio,Muebles,3,522,1566,Maritimo,Entregado
2097,16/10/2024,Brasil,Brasilia,Laura Rodriguez,Monitor,Electronica,1,868,868,Aereo,En transito
2098,23/5/2024,Bolivia,La Paz,Carlos Lopez,Tablet,Electronica,1,141,141,Aereo,Cancelado
2099,17/8/2024,Paraguay,Asuncion,Lucia Martinez,Teclado,Accesorios,1,1189,1189,Maritimo,En transito
2100,11/1/2025,Bolivia,La Paz,Luis Garcia,Camara,Electronica,4,918,3672,Aereo,Pendiente
2101,4/1/2025,Colombia,Cali,Luis Lopez,Silla ergonomica,Muebles,3,1173,3519,Maritimo,Pendiente
2102,2/8/2024,Chile,Concepcion,Lucia Sanchez,Laptop,Electronica,2,432,865,Maritimo,Entregado
2103,23/3/2025,Ecuador,Guayaquil,Maria Perez,Tablet,Electronica,4,517,2070,Aereo,Pendiente
2104,28/10/2024,Uruguay,Montevideo,Juan Lopez,Celular,Electronica,1,913,913,Terrestre,Cancelado
2105,19/7/2024,Argentina,Cordoba,Juan Perez,Tablet,Electronica,4,1110,4440,Aereo,Cancelado
2106,30/1/2024,Bolivia,Cochabamba,Lucia Perez,Silla ergonomica,Muebles,2,110,221,Terrestre,En transito
2107,20/6/2024,Brasil,Brasilia,Maria Martinez,Auriculares,Accesorios,1,817,817,Terrestre,Entregado
2108,3/2/2024,Ecuador,Quito,Juan Sanchez,Tablet,Electronica,4,309,1239,Terrestre,En transito
2109,2/7/2024,Argentina,Rosario,Laura Sanchez,Celular,Electronica,5,568,2844,Aereo,Entregado
2110,22/4/2024,Peru,Arequipa,Laura Sanchez,Escritorio,Muebles,2,714,1429,Terrestre,Cancelado
2111,3/7/2024,Argentina,Buenos Aires,Ana Perez,Impresora,Oficina,1,170,170,Maritimo,Pendiente
2112,10/7/2024,Venezuela,Maracaibo,Ana Sanchez,Celular,Electronica,2,1046,2092,Aereo,En transito
2113,4/10/2024,Uruguay,Salto,Lucia Lopez,Teclado,Accesorios,1,30,30,Maritimo,En transito
2114,16/10/2024,Uruguay,Paysandu,Carlos Lopez,Tablet,Electronica,2,835,1670,Terrestre,Cancelado
2115,15/10/2024,Colombia,Cali,Carlos Perez,Silla ergonomica,Muebles,5,264,1321,Maritimo,Pendiente
2116,24/4/2024,Uruguay,Salto,Ana Sanchez,Impresora,Oficina,5,612,3064,Aereo,Cancelado
2117,18/2/2025,Brasil,Rio de Janeiro,Laura Martinez,Camara,Electronica,4,1123,4494,Maritimo,Entregado
2118,19/1/2025,Peru,Arequipa,Maria Martinez,Escritorio,Muebles,4,859,3437,Aereo,Entregado
2119,22/3/2025,Venezuela,Maracaibo,Luis Rodriguez,Auriculares,Accesorios,2,510,1021,Maritimo,Pendiente
2120,9/5/2024,Colombia,Cali,Pedro Lopez,Laptop,Electronica,4,399,1598,Maritimo,En transito
2121,21/11/2024,Chile,Valparaiso,Carlos Perez,Impresora,Oficina,3,412,1236,Maritimo,Cancelado
2122,12/9/2024,Chile,Concepcion,Pedro Perez,Impresora,Oficina,3,1095,3285,Maritimo,En transito
2123,19/1/2024,Brasil,Sao Paulo,Carlos Rodriguez,Auriculares,Accesorios,2,716,1433,Terrestre,En transito
2124,24/1/2025,Colombia,Bogota,Maria Perez,Monitor,Electronica,2,915,1831,Maritimo,Entregado
2125,22/8/2024,Uruguay,Montevideo,Lucia Sanchez,Monitor,Electronica,3,644,1932,Terrestre,Entregado
2126,5/2/2024,Brasil,Brasilia,Luis Rodriguez,Camara,Electronica,1,751,751,Aereo,En transito
2127,28/2/2025,Paraguay,Ciudad del Este,Luis Rodriguez,Impresora,Oficina,5,429,2148,Aereo,Pendiente
2128,24/3/2024,Argentina,Rosario,Juan Rodriguez,Tablet,Electronica,1,851,851,Maritimo,Entregado
2129,30/5/2024,Chile,Concepcion,Laura Sanchez,Teclado,Accesorios,3,534,1603,Aereo,En transito
